180165,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533158,172.634506
181659,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533158,172.635019
172606,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533153,172.630556
180362,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533153,172.633117
180533,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533153,172.633697
179164,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533153,172.634536
180926,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.53315,172.633103
180927,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.53315,172.633103
180928,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.53315,172.633103
180929,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.53315,172.633103
180930,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.53315,172.633103
180931,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.53315,172.633103
180932,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.53315,172.633103
180933,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.53315,172.633103
180538,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.53315,172.634125
180539,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.53315,172.634339
181658,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.53315,172.635025
180834,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533147,172.633103
180833,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533147,172.633106
180541,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533147,172.634553
174586,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533147,172.634644
174581,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533147,172.63475
180543,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533147,172.634811
174579,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533147,172.635025
180534,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533144,172.633781
179155,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533144,172.635022
180782,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533142,172.633178
181625,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533142,172.634053
181627,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533142,172.634058
180537,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533142,172.634108
185351,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533139,172.632597
185349,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533139,172.632603
180786,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533139,172.633047
180363,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533139,172.633072
181629,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533139,172.634086
180835,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533136,172.633092
179477,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533133,172.626883
174592,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533133,172.634261
180163,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533133,172.634364
179161,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533133,172.634617
181654,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533133,172.635033
181656,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533133,172.635033
172609,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533131,172.630569
181688,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533131,172.634553
181685,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533131,172.634628
181740,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533131,172.634644
180836,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533128,172.633081
179478,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533125,172.626925
181631,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533125,172.634367
181652,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533125,172.635036
172388,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533122,172.629494
185354,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533122,172.632275
181633,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533122,172.634392
135580,Neil Macbeth,Creative Commons BY-NC-ND 3.0,-43.53312,172.63316
189587,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533119,172.632975
180780,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533119,172.633361
181692,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533119,172.634278
180544,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533119,172.634889
179163,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533117,172.634553
181650,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533117,172.635042
181634,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533114,172.63455
173419,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533111,172.631106
183059,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533111,172.634019
183056,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533111,172.634033
183055,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533111,172.6342
183053,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533111,172.634294
183050,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533111,172.634322
183048,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533111,172.634339
183047,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533111,172.634353
183045,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533111,172.634433
183042,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533111,172.634461
181637,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533111,172.634656
180796,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533108,172.626831
179162,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533108,172.6346
183040,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533108,172.634603
183039,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533108,172.634636
181639,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533108,172.634694
174577,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533108,172.634994
180837,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533103,172.633047
181640,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533103,172.634814
220592,Elizabeth Ackermann,Creative Commons BY-NC-ND 3.0,-43.5331,172.6276
220796,Elizabeth Ackermann,Creative Commons BY-NC-ND 3.0,-43.5331,172.6309
221688,Umut Akguzel,Creative Commons BY-NC-ND 3.0,-43.5331,172.6309
221689,Umut Akguzel,Creative Commons BY-NC-ND 3.0,-43.5331,172.6309
221690,Umut Akguzel,Creative Commons BY-NC-ND 3.0,-43.5331,172.6309
221691,Umut Akguzel,Creative Commons BY-NC-ND 3.0,-43.5331,172.6309
221687,Umut Akguzel,Creative Commons BY-NC-ND 3.0,-43.5331,172.6322
82240,Mark Lincoln,Creative Commons BY-NC-ND 3.0 NZ,-43.5331,172.6327
82241,Mark Lincoln,Creative Commons BY-NC-ND 3.0 NZ,-43.5331,172.633
82242,Mark Lincoln,Creative Commons BY-NC-ND 3.0 NZ,-43.5331,172.633
180785,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.5331,172.633053
81807,Jennifer Middendorf,Creative Commons BY-NC-SA 3.0,-43.5331,172.6341
174589,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.5331,172.634339
220746,Elizabeth Ackermann,Creative Commons BY-NC-ND 3.0,-43.5331,172.6346
82279,Mark Lincoln,Creative Commons BY-NC-ND 3.0 NZ,-43.5331,172.6346
82280,Mark Lincoln,Creative Commons BY-NC-ND 3.0 NZ,-43.5331,172.6348
82281,Mark Lincoln,Creative Commons BY-NC-ND 3.0 NZ,-43.5331,172.6348
82291,Mark Lincoln,Creative Commons BY-NC-ND 3.0 NZ,-43.5331,172.6348
220744,Elizabeth Ackermann,Creative Commons BY-NC-ND 3.0,-43.5331,172.6349
220745,Elizabeth Ackermann,Creative Commons BY-NC-ND 3.0,-43.5331,172.6349
180536,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533097,172.634072
181700,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533097,172.634886
181703,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533097,172.634886
180838,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533092,172.633033
181643,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533092,172.635022
180030,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533078,172.632828
175534,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533075,172.632297
180784,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533075,172.633058
180024,BeckerFraserPhotos,Creative Commons BY-NC 3.0,-43.533067,172.630883
